cell,phase,gene,coefC_base,coefC_perm1,coefC_perm2,coefC_perm3,coefC_perm4,coefC_perm5,coefC_perm6,range_across_labellings,sign_flips
MoMac,post,RPL6,-0.000588006554514258,0.15249780587481673,-0.043146275319048744,0.13854062453693822,0.03077033374364869,0.0847083666099348,0.09598235577240341,0.19564408119386548,1
MoMac,post,RPL7,-0.05012310281031544,0.08276928733264463,-0.04944125850396411,0.09331806154926987,0.00963324053274325,0.1814258687103653,0.09399990585562099,0.23154897152068077,1
MoMac,post,RPL7A,0.035328795097804275,0.3452548637350096,-0.1832415011630135,0.1758329516602974,0.08870412147424092,0.2069277476612129,-0.04273734460052118,0.5284963648980231,1
MoMac,post,RPL8,-0.07892652751935589,0.32155178459303846,-0.2658580298763609,-0.028688105801288544,0.034186487625320346,0.22241634317225098,-0.215619608158294,0.5874098144693993,1
MoMac,post,RPL9,-0.1503523102258777,0.46131688182783676,-0.16105168254121072,0.07060873858555741,-0.03594227492675888,0.3146855059914765,0.05990936627022475,0.6223685643690475,1
MoMac,post,RPLP0,-0.1753596245834728,0.1918214832743803,-0.03931804268544357,-0.038021702117283215,-0.11581474031129063,0.31311691166661826,0.09801987978074628,0.488476536250091,1
MoMac,post,RPLP1,-0.06957613084798994,0.22284178767150686,0.1338580700206945,-0.1369261798056442,-0.2337314595796511,0.3776777179117077,0.06650802106304028,0.6114091774913588,1
MoMac,post,RPLP2,0.13737414919795163,0.5547958118020248,0.06578615226176919,-0.03631845065085004,-0.015694502498176586,0.3299636441693147,-0.1079064475870322,0.6627022593890569,1
MoMac,post,RPS11,0.10122268754039546,0.304560659558158,-0.06543219147588514,0.1163228161909775,0.10074280677556868,0.0936931197019781,-0.05033206282530354,0.3699928510340431,1
MoMac,post,RPS12,0.2977154326049257,0.5489282309700715,-0.030151944959625348,0.2125434053388411,0.25577017714857975,0.20925796735290794,-0.11532397222571021,0.6642522031957817,1
MoMac,post,RPS13,0.03322641462341145,0.19923497480070554,0.1282078961579804,0.07132519126806282,-0.2451778242212963,0.328704602283449,0.1663066728026316,0.5738824265047453,1
