x,y,cell_type
-8.95094,10.70702,T/NK cells
-8.62458,10.45844,T/NK cells
-8.10702,10.0252,T/NK cells
-9.88347,9.66679,T/NK cells
-9.02378,10.19896,T/NK cells
-8.55938,10.28373,T/NK cells
-4.09944,5.61212,T/NK cells
-8.46549,8.63572,T/NK cells
-8.99756,10.36811,T/NK cells
-9.42187,10.67455,T/NK cells
-9.81797,9.85122,T/NK cells
-7.6804,9.64458,T/NK cells
-9.32156,10.96581,T/NK cells
-9.44888,11.03239,T/NK cells
-9.88703,10.17552,T/NK cells
-7.89455,7.12492,T/NK cells
-9.33408,10.02372,T/NK cells
-9.64898,10.0142,T/NK cells
-10.17611,10.818,T/NK cells
-9.02367,10.66405,T/NK cells
-10.42814,10.5519,T/NK cells
-10.25159,9.14893,T/NK cells
-8.975,10.97813,T/NK cells
-9.17176,10.82861,T/NK cells
-8.95461,9.7859,T/NK cells
-9.00676,9.85051,T/NK cells
-9.58852,10.94194,T/NK cells
-8.03305,10.70266,T/NK cells
-9.75802,10.3036,T/NK cells
-9.97594,9.59601,T/NK cells
-9.56465,9.73365,T/NK cells
-9.2091,11.15728,T/NK cells
-9.28805,9.12317,T/NK cells
-9.29814,10.20309,T/NK cells
-10.45904,10.13729,T/NK cells
-8.49319,9.97185,T/NK cells
-9.83674,10.78239,T/NK cells
-9.66383,8.82,T/NK cells
-8.46279,9.98515,T/NK cells
-8.27117,9.00327,T/NK cells
-8.51949,9.52964,T/NK cells
-9.30077,10.60775,T/NK cells
-7.90534,10.14055,T/NK cells
-9.0099,9.02717,T/NK cells
-10.48277,10.19337,T/NK cells
-9.06978,10.1602,T/NK cells
-9.17479,11.38966,T/NK cells
-7.13167,10.38427,T/NK cells
-9.19767,10.19178,T/NK cells
-9.51965,10.56509,T/NK cells
-9.30818,11.16462,T/NK cells
-8.92146,9.40078,T/NK cells
-9.80649,10.14296,T/NK cells
-8.98389,11.33292,T/NK cells
-10.08333,11.43762,T/NK cells
-8.33592,10.84583,T/NK cells
-8.74434,10.99989,T/NK cells
-10.11338,10.91143,T/NK cells
-8.95314,11.04057,T/NK cells
-9.81657,11.44786,T/NK cells
-8.60509,8.49204,T/NK cells
-8.2876,10.54976,T/NK cells
-10.02931,10.34554,T/NK cells
-10.31586,10.47985,T/NK cells
-9.27252,9.99409,T/NK cells
-8.7576,10.6244,T/NK cells
-10.39991,11.13771,T/NK cells
-9.62529,11.1724,T/NK cells
-9.80179,10.14378,T/NK cells
-8.54685,9.51619,T/NK cells
-7.85437,9.21793,T/NK cells
-9.5418,11.4218,T/NK cells
-7.71832,8.30877,T/NK cells
-9.59446,9.8969,T/NK cells
-10.27674,10.46913,T/NK cells
-9.66781,11.22582,T/NK cells
-9.72755,10.40463,T/NK cells
-9.30237,11.30428,T/NK cells
-9.34042,10.82539,T/NK cells
-9.25647,11.14334,T/NK cells
-7.94868,9.43961,T/NK cells
-7.11893,10.00215,T/NK cells
-8.79671,10.29675,T/NK cells
-6.71307,10.47087,T/NK cells
-9.23966,10.50405,T/NK cells
-9.3586,11.01104,T/NK cells
-8.30072,10.22346,T/NK cells
-9.98833,9.95739,T/NK cells
-9.97499,10.92923,T/NK cells
-9.27128,10.75029,T/NK cells
-9.6546,11.48633,T/NK cells
-9.39768,9.76243,T/NK cells
-8.23831,8.64852,T/NK cells
-7.79326,10.41712,T/NK cells
-9.90953,9.75094,T/NK cells
-10.13743,10.38646,T/NK cells
-8.44621,9.33597,T/NK cells
-9.95682,10.62786,T/NK cells
-9.60053,10.21628,T/NK cells
-8.89976,10.77801,T/NK cells
-8.85995,10.84658,T/NK cells
-7.56766,9.78094,T/NK cells
-9.71011,11.35682,T/NK cells
-9.52943,11.60883,T/NK cells
-9.30149,11.03763,T/NK cells
-9.971,8.9454,T/NK cells
-7.54983,8.73481,T/NK cells
-8.67894,9.48267,T/NK cells
-9.56009,7.7044,T/NK cells
-9.14825,10.86455,T/NK cells
-8.98089,11.27857,T/NK cells
-9.58047,10.85603,T/NK cells
-8.62327,9.80869,T/NK cells
-9.8872,11.7136,T/NK cells
-7.5102,8.51434,T/NK cells
-8.58288,9.90573,T/NK cells
-8.72464,11.17237,T/NK cells
-8.07516,9.50338,T/NK cells
-8.04463,9.9371,T/NK cells
-8.95594,9.54632,T/NK cells
-10.52798,10.15071,T/NK cells
-7.32103,7.70674,T/NK cells
-9.39085,11.49631,T/NK cells
-10.05501,11.12876,T/NK cells
-8.26596,9.31414,T/NK cells
-9.62001,10.12245,T/NK cells
-8.74592,9.68327,T/NK cells
-9.82789,10.93604,T/NK cells
-8.5326,9.95858,T/NK cells
-9.12146,8.16339,T/NK cells
-9.69019,9.76537,T/NK cells
-10.32331,9.92919,T/NK cells
-7.37857,10.83565,T/NK cells
-7.96231,10.16253,T/NK cells
-6.72267,9.06877,T/NK cells
-9.77527,9.41055,T/NK cells
-8.88834,7.85522,T/NK cells
-8.49542,11.53427,T/NK cells
-8.51289,8.03717,T/NK cells
-10.84777,9.61757,T/NK cells
-6.54667,10.85348,T/NK cells
-8.18345,10.5036,T/NK cells
-9.76421,9.44092,T/NK cells
-9.63146,9.81493,T/NK cells
-9.15013,8.70553,T/NK cells
-8.8492,9.90926,T/NK cells
-9.36726,9.10159,T/NK cells
-8.03407,10.73156,T/NK cells
-10.84501,10.11586,T/NK cells
-10.3215,10.84455,T/NK cells
-8.04033,8.60073,T/NK cells
-8.40194,11.35794,T/NK cells
-7.23066,10.98024,T/NK cells
-8.22238,8.82492,T/NK cells
-9.62083,9.92442,T/NK cells
-8.57065,9.86121,T/NK cells
-6.56896,11.1247,T/NK cells
-9.20185,10.27252,T/NK cells
-10.48499,10.30753,T/NK cells
-10.97931,10.05225,T/NK cells
-10.92121,9.5119,T/NK cells
-9.23991,8.14904,T/NK cells
-10.74572,10.06624,T/NK cells
-6.04467,11.27574,T/NK cells
-9.40156,10.32927,T/NK cells
-9.16289,9.45266,T/NK cells
-10.07343,9.20821,T/NK cells
-9.11582,8.32393,T/NK cells
-9.31953,9.93442,T/NK cells
-9.82443,9.59536,T/NK cells
-7.90647,10.46774,T/NK cells
-8.41013,8.09659,T/NK cells
-7.63055,10.1205,T/NK cells
-8.13203,7.43387,T/NK cells
-8.33124,10.20624,T/NK cells
-10.54938,10.12211,T/NK cells
-8.80116,10.70639,T/NK cells
-10.04582,9.6626,T/NK cells
-10.07819,10.17191,T/NK cells
-9.01085,9.23281,T/NK cells
-6.71253,8.20912,T/NK cells
-9.35734,9.42594,T/NK cells
-10.98129,10.13114,T/NK cells
-9.43226,10.42454,T/NK cells
-7.27623,9.08449,T/NK cells
-8.93323,11.38638,T/NK cells
-9.70615,9.40958,T/NK cells
-10.73108,9.88641,T/NK cells
-9.73105,10.10406,T/NK cells
-10.18616,9.85811,T/NK cells
-8.88719,9.23986,T/NK cells
-9.16514,11.28712,T/NK cells
-8.85125,9.10254,T/NK cells
-7.09814,10.96238,T/NK cells
-8.11121,10.29984,T/NK cells
-9.49799,9.29605,T/NK cells
-2.02369,15.3273,T/NK cells
-9.66887,9.81493,T/NK cells
-10.15677,9.61811,T/NK cells
-10.33824,9.40422,T/NK cells
-9.01534,10.86178,T/NK cells
-9.62371,10.62705,T/NK cells
-9.35095,10.64969,T/NK cells
-9.41014,11.64812,T/NK cells
-10.43993,10.30801,T/NK cells
-10.08009,10.43103,T/NK cells
-9.97173,10.78459,T/NK cells
-8.70307,9.4859,T/NK cells
-8.96858,10.28916,T/NK cells
-10.47043,11.09194,T/NK cells
-8.79181,9.04157,T/NK cells
-9.15729,10.91453,T/NK cells
-8.79562,8.98277,T/NK cells
-9.68493,9.04978,T/NK cells
-9.71691,10.73556,T/NK cells
-8.8488,10.72802,T/NK cells
-8.67202,9.07486,T/NK cells
-10.34526,10.40402,T/NK cells
-8.74251,10.57201,T/NK cells
-9.57663,9.60632,T/NK cells
-9.65652,10.93655,T/NK cells
-9.00192,9.6749,T/NK cells
-8.81204,9.55554,T/NK cells
-9.70468,9.85364,T/NK cells
-9.33133,11.75144,T/NK cells
-10.16871,10.76246,T/NK cells
-7.8833,9.68853,T/NK cells
-10.56983,10.55682,T/NK cells
-7.05111,9.40668,T/NK cells
-9.59136,11.0756,T/NK cells
-8.62227,10.48112,T/NK cells
-9.74612,9.79868,T/NK cells
-10.09131,11.15641,T/NK cells
-8.53187,10.82867,T/NK cells
-8.62823,8.70245,T/NK cells
-9.69496,10.53823,T/NK cells
-9.26062,8.54662,T/NK cells
-7.90864,9.52802,T/NK cells
-8.71456,10.26735,T/NK cells
-8.0177,9.20925,T/NK cells
-10.47671,9.51682,T/NK cells
-9.34035,10.233,T/NK cells
-9.6648,11.13314,T/NK cells
-9.25066,9.70868,T/NK cells
-9.29744,9.64478,T/NK cells
-9.53686,10.58161,T/NK cells
-9.7276,11.4348,T/NK cells
-8.17092,9.68374,T/NK cells
-10.08738,9.89605,T/NK cells
-7.06025,8.99258,T/NK cells
-8.88853,11.09846,T/NK cells
-8.02915,9.06479,T/NK cells
-9.92355,9.53532,T/NK cells
-7.94372,10.79373,T/NK cells
-8.66109,9.51424,T/NK cells
-8.6576,9.54685,T/NK cells
-8.52518,9.38262,T/NK cells
-9.89506,12.04549,T/NK cells
-9.56215,11.224,T/NK cells
-8.96322,8.23588,T/NK cells
-9.11651,8.82102,T/NK cells
-9.67448,8.428,T/NK cells
-8.82911,10.41277,T/NK cells
-7.56953,10.73806,T/NK cells
-9.92995,11.43055,T/NK cells
-7.48042,9.03502,T/NK cells
-8.81921,9.9084,T/NK cells
-8.42673,8.14366,T/NK cells
-9.1049,9.07747,T/NK cells
-9.52204,10.51927,T/NK cells
-9.05968,10.72606,T/NK cells
-9.47248,11.55055,T/NK cells
-9.71326,10.35386,T/NK cells
-9.13594,11.26702,T/NK cells
-9.81763,11.08821,T/NK cells
-9.28216,12.06755,T/NK cells
-6.45198,9.5294,T/NK cells
-8.84924,10.77909,T/NK cells
-8.53697,9.42591,T/NK cells
-8.67614,11.4524,T/NK cells
-9.13796,10.88717,T/NK cells
-8.60679,9.18941,T/NK cells
-9.03825,10.82295,T/NK cells
-6.27156,10.21108,T/NK cells
-8.01238,9.843,T/NK cells
-8.60377,10.03107,T/NK cells
-7.10958,9.82825,T/NK cells
-9.33801,10.2803,T/NK cells
-8.18644,10.00799,T/NK cells
-8.72174,9.46561,T/NK cells
-8.93095,11.46749,T/NK cells
-9.15551,11.36286,T/NK cells
-8.94858,9.96502,T/NK cells
-9.60951,7.8818,T/NK cells
-8.78579,9.62433,T/NK cells
-8.99826,10.91527,T/NK cells
-10.77266,9.50056,T/NK cells
-8.5621,10.01679,T/NK cells
-9.66171,9.20869,T/NK cells
-9.54109,10.17329,T/NK cells
-9.06699,9.49023,T/NK cells
-9.32877,11.7703,T/NK cells
-9.32677,10.59364,T/NK cells
-9.3323,10.43764,T/NK cells
-8.95109,10.81879,T/NK cells
-9.66883,11.6206,T/NK cells
-6.56398,7.87801,T/NK cells
-9.41484,11.14902,T/NK cells
-8.44403,9.85873,T/NK cells
-7.61685,11.0091,T/NK cells
-8.89114,11.14542,T/NK cells
-9.74453,11.30108,T/NK cells
-9.53123,11.10626,T/NK cells
-9.24704,10.23621,T/NK cells
-9.33965,10.41907,T/NK cells
-8.23758,10.65484,T/NK cells
-9.8832,9.02738,T/NK cells
-9.18833,10.72347,T/NK cells
-8.27271,9.27747,T/NK cells
-8.85789,11.3116,T/NK cells
-9.29312,10.88739,T/NK cells
-8.68039,10.09454,T/NK cells
-9.95969,10.21598,T/NK cells
-9.05122,10.59238,T/NK cells
-7.6995,9.48497,T/NK cells
-8.73977,9.14859,T/NK cells
-8.15222,8.89638,T/NK cells
-8.89438,9.53072,T/NK cells
-8.63083,10.19596,T/NK cells
-9.03612,10.76578,T/NK cells
-8.88625,11.1679,T/NK cells
-7.65541,10.01615,T/NK cells
-9.27082,11.73888,T/NK cells
-8.70759,9.30607,T/NK cells
-10.02349,9.88335,T/NK cells
-9.05247,9.81075,T/NK cells
-8.28063,9.476,T/NK cells
-8.12799,10.2529,T/NK cells
-9.60952,10.07554,T/NK cells
-9.71172,11.22072,T/NK cells
-8.66071,9.45453,T/NK cells
-8.4873,10.3653,T/NK cells
-9.55684,9.97049,T/NK cells
-10.53253,9.76524,T/NK cells
-10.14991,10.46268,T/NK cells
-8.78613,10.59216,T/NK cells
-9.87323,10.06894,T/NK cells
-8.65219,9.71745,T/NK cells
-9.82817,11.50083,T/NK cells
-8.34203,10.73438,T/NK cells
-8.00205,9.46566,T/NK cells
-10.42722,9.06539,T/NK cells
-8.98643,9.99891,T/NK cells
-10.40922,10.23765,T/NK cells
-7.63948,10.73932,T/NK cells
-10.81394,9.84831,T/NK cells
-8.95401,10.20192,T/NK cells
-8.15843,10.15233,T/NK cells
-9.82441,11.22387,T/NK cells
-7.65536,10.43906,T/NK cells
-8.45599,10.2683,T/NK cells
-8.74593,10.56088,T/NK cells
-9.64252,10.72579,T/NK cells
-10.03632,11.21516,T/NK cells
-9.85256,11.4024,T/NK cells
-8.3565,11.04897,T/NK cells
-9.91528,11.22361,T/NK cells
-7.89235,9.72116,T/NK cells
-9.84389,9.8172,T/NK cells
-10.08822,11.27109,T/NK cells
-9.8927,8.65511,T/NK cells
-9.78903,8.5186,T/NK cells
-9.33283,11.51846,T/NK cells
-10.06714,11.06805,T/NK cells
-8.74941,11.08757,T/NK cells
-10.19509,11.27629,T/NK cells
-9.46162,10.00549,T/NK cells
-7.00608,8.20409,T/NK cells
-8.80288,6.6381,T/NK cells
-8.59549,10.88259,T/NK cells
-8.43044,10.19621,T/NK cells
-10.26313,8.7911,T/NK cells
-9.66039,10.16046,T/NK cells
-9.62723,10.36605,T/NK cells
-8.97918,10.58192,T/NK cells
-9.02409,9.55667,T/NK cells
-8.23181,9.47525,T/NK cells
-6.65912,8.37494,T/NK cells
-8.82155,10.7278,T/NK cells
-10.32189,11.58017,T/NK cells
-8.44493,10.40122,T/NK cells
-8.32632,9.96844,T/NK cells
-8.66181,9.75003,T/NK cells
-9.00526,10.31755,T/NK cells
-8.42494,9.84914,T/NK cells
-10.24388,9.14078,T/NK cells
-9.22445,10.97581,T/NK cells
-10.06562,10.97304,T/NK cells
-7.9858,10.31289,T/NK cells
-8.41263,9.75517,T/NK cells
-9.56695,9.48352,T/NK cells
-8.69439,11.64276,T/NK cells
-8.50302,10.08556,T/NK cells
-7.44741,10.53591,T/NK cells
-6.94657,9.92446,T/NK cells
-10.30448,9.08656,T/NK cells
-9.4509,11.18968,T/NK cells
-8.63546,10.59197,T/NK cells
-8.34013,10.23138,T/NK cells
-8.82947,10.71182,T/NK cells
-9.37453,10.69753,T/NK cells
-8.46465,9.21819,T/NK cells
-8.18701,10.45823,T/NK cells
-8.09216,9.89279,T/NK cells
-9.16429,10.75849,T/NK cells
-7.6429,9.82273,T/NK cells
-9.33263,11.01297,T/NK cells
-9.37554,10.25537,T/NK cells
-9.70246,10.2962,T/NK cells
-10.01289,9.95017,T/NK cells
-9.53411,11.26446,T/NK cells
-8.60521,10.28056,T/NK cells
-8.59464,10.09831,T/NK cells
-9.81598,11.2939,T/NK cells
-8.5448,9.42507,T/NK cells
-8.85932,11.05243,T/NK cells
-10.00837,11.32273,T/NK cells
-8.56292,10.46332,T/NK cells
-9.86935,10.97692,T/NK cells
-9.05447,11.80139,T/NK cells
-9.06571,11.18194,T/NK cells
-8.45099,10.51801,T/NK cells
-8.36014,9.68594,T/NK cells
-8.42051,9.27013,T/NK cells
-9.91335,9.42626,T/NK cells
-9.75974,10.98136,T/NK cells
-9.34827,11.00344,T/NK cells
-9.84356,10.39639,T/NK cells
-8.93704,11.34394,T/NK cells
-9.32582,11.17618,T/NK cells
-8.54999,11.01357,T/NK cells
-8.40513,10.96641,T/NK cells
-4.98921,7.90502,T/NK cells
-9.49265,10.66358,T/NK cells
-9.31424,10.45044,T/NK cells
-9.00197,10.77611,T/NK cells
-9.16312,9.32061,T/NK cells
-9.67204,9.51554,T/NK cells
-9.07072,9.45561,T/NK cells
-9.90902,10.34082,T/NK cells
-9.37183,11.89178,T/NK cells
-7.85218,10.00882,T/NK cells
-9.93995,10.46741,T/NK cells
-9.36804,9.10584,T/NK cells
-9.79053,11.23541,T/NK cells
-9.0919,10.42625,T/NK cells
-8.64286,9.99685,T/NK cells
-8.10562,9.38836,T/NK cells
-10.01572,10.84807,T/NK cells
-7.52758,10.87274,T/NK cells
-9.33813,10.74832,T/NK cells
-8.32184,9.94076,T/NK cells
-9.43782,11.36843,T/NK cells
-8.82646,10.96028,T/NK cells
-7.84474,9.47123,T/NK cells
-7.88662,6.77973,T/NK cells
-9.81938,10.44037,T/NK cells
-8.14618,9.44345,T/NK cells
-8.16245,10.20446,T/NK cells
-7.89784,9.92062,T/NK cells
-9.17734,11.45307,T/NK cells
-8.8314,10.89102,T/NK cells
-9.16435,11.1122,T/NK cells
-9.47775,11.34665,T/NK cells
-9.93712,10.92645,T/NK cells
-10.47954,9.74943,T/NK cells
-8.57056,10.4004,T/NK cells
-8.32078,10.4194,T/NK cells
-8.66159,10.35611,T/NK cells
-9.0545,10.16695,T/NK cells
-8.67432,10.07752,T/NK cells
-8.34476,10.74842,T/NK cells
-8.72316,11.26166,T/NK cells
-10.45827,9.84184,T/NK cells
-10.64293,9.41614,T/NK cells
-9.21246,10.04244,T/NK cells
-9.81167,9.63709,T/NK cells
-8.65369,9.97093,T/NK cells
-8.40458,10.47781,T/NK cells
-9.37099,10.48366,T/NK cells
-9.58055,11.31721,T/NK cells
-7.45667,10.97319,T/NK cells
-8.88876,11.22101,T/NK cells
-8.62039,10.63978,T/NK cells
-8.3368,11.40165,T/NK cells
-8.12705,10.6322,T/NK cells
-9.48641,10.97034,T/NK cells
-9.14701,11.30635,T/NK cells
-8.71002,10.30132,T/NK cells
-9.2662,9.25993,T/NK cells
-10.6107,9.21612,T/NK cells
-10.19747,9.39276,T/NK cells
-8.38973,10.62139,T/NK cells
-8.12643,9.08955,T/NK cells
-8.44238,10.66099,T/NK cells
-8.54564,9.72983,T/NK cells
-7.53327,10.52205,T/NK cells
-9.9765,11.25471,T/NK cells
-8.18299,11.00302,T/NK cells
-10.2083,10.56898,T/NK cells
-9.80505,9.18731,T/NK cells
-10.33923,9.37215,T/NK cells
-9.96311,10.17169,T/NK cells
-8.93449,10.98889,T/NK cells
-6.45889,9.55219,T/NK cells
-9.36334,11.57189,T/NK cells
-9.23534,10.78902,T/NK cells
-9.55206,11.44714,T/NK cells
-8.58581,10.96079,T/NK cells
-9.00613,10.4949,T/NK cells
-8.79998,10.0478,T/NK cells
-8.04561,10.26245,T/NK cells
-8.80335,11.19042,T/NK cells
-8.37121,11.12,T/NK cells
-8.40517,10.57354,T/NK cells
-8.72461,9.1286,T/NK cells
-9.57052,7.97898,T/NK cells
-8.25232,7.60336,T/NK cells
-8.61157,10.25828,T/NK cells
-8.54235,10.77455,T/NK cells
-10.58714,9.83122,T/NK cells
-8.43464,11.27843,T/NK cells
-8.70882,11.72104,T/NK cells
-9.85802,10.23702,T/NK cells
-10.15868,11.05194,T/NK cells
-9.11892,11.93305,T/NK cells
7.55066,10.59279,T/NK cells
-7.44818,6.33788,T/NK cells
-8.05423,7.09758,T/NK cells
-9.01533,10.88566,T/NK cells
-9.13009,11.31311,T/NK cells
-8.80946,10.09383,T/NK cells
-8.36817,10.57732,T/NK cells
-10.01179,9.96576,T/NK cells
-9.19372,11.55012,T/NK cells
-8.74289,11.68812,T/NK cells
-9.30379,9.75903,T/NK cells
-9.28391,10.74445,T/NK cells
-8.45088,10.04471,T/NK cells
-9.25564,10.76606,T/NK cells
-9.94538,10.06871,T/NK cells
-9.06949,9.97144,T/NK cells
-9.76171,10.99968,T/NK cells
-9.17683,10.96772,T/NK cells
-9.29545,9.50194,T/NK cells
-9.12366,10.99417,T/NK cells
-7.32576,7.92975,T/NK cells
-10.58262,9.54165,T/NK cells
-9.27173,10.35233,T/NK cells
-10.70538,9.71293,T/NK cells
-7.98939,10.66457,T/NK cells
-9.0332,10.41166,T/NK cells
-9.88332,11.30028,T/NK cells
-9.31392,11.60914,T/NK cells
-9.40256,9.53205,T/NK cells
-10.21703,9.7356,T/NK cells
-9.95164,10.39468,T/NK cells
-8.54502,10.50828,T/NK cells
-8.37555,9.44196,T/NK cells
-8.0815,9.74366,T/NK cells
-6.83723,6.59807,T/NK cells
-6.09092,10.20669,T/NK cells
-9.42914,9.51053,T/NK cells
-8.26588,9.74378,T/NK cells
-9.51244,11.40267,T/NK cells
-9.05155,10.28223,T/NK cells
-8.45017,9.96459,T/NK cells
-10.52591,9.42479,T/NK cells
-8.82803,9.69633,T/NK cells
-8.82138,10.1391,T/NK cells
-8.86241,10.54292,T/NK cells
-9.47342,9.66126,T/NK cells
-10.0145,9.23123,T/NK cells
-8.09576,10.76456,T/NK cells
-8.54205,9.90696,T/NK cells
-8.43865,10.46689,T/NK cells
-8.94844,11.72879,T/NK cells
-10.67078,10.33085,T/NK cells
-9.1304,10.80531,T/NK cells
-9.99828,9.41559,T/NK cells
-7.96341,10.48595,T/NK cells
-10.45937,10.09688,T/NK cells
-10.19637,11.5511,T/NK cells
-10.27056,10.87455,T/NK cells
-9.34312,10.71935,T/NK cells
-8.45103,10.00458,T/NK cells
-6.80494,8.16177,T/NK cells
-9.15146,9.57974,T/NK cells
-9.43686,9.2227,T/NK cells
-7.88629,9.51091,T/NK cells
-8.88137,10.23769,T/NK cells
-9.57186,11.35517,T/NK cells
-9.60937,10.55033,T/NK cells
-1.60361,16.36745,T/NK cells
-9.2807,8.87435,T/NK cells
-8.6946,11.14262,T/NK cells
-8.52953,9.87411,T/NK cells
-8.39037,10.58458,T/NK cells
-9.61634,11.37971,T/NK cells
-9.55303,11.27035,T/NK cells
-8.6301,9.68233,T/NK cells
-5.46248,10.23061,T/NK cells
-5.98614,10.23344,T/NK cells
-8.0811,10.37611,T/NK cells
-9.10658,10.90907,T/NK cells
-9.96914,10.43044,T/NK cells
-9.52824,10.92599,T/NK cells
-8.24636,7.30312,T/NK cells
-9.1336,10.62745,T/NK cells
-9.21034,9.69663,T/NK cells
-8.51661,10.74991,T/NK cells
-9.01921,11.51568,T/NK cells
-8.53415,9.91334,T/NK cells
-8.38865,10.70304,T/NK cells
-10.25487,9.73145,T/NK cells
-8.81595,11.23267,T/NK cells
-9.52906,11.21108,T/NK cells
-10.39652,10.71034,T/NK cells
-8.18415,7.99322,T/NK cells
-9.67253,10.60157,T/NK cells
-9.50914,10.24091,T/NK cells
-8.9981,10.4621,T/NK cells
-8.32077,11.19189,T/NK cells
-7.93396,9.4168,T/NK cells
-9.50388,10.45018,T/NK cells
-8.08142,6.0825,T/NK cells
-8.86725,9.4798,T/NK cells
-10.16555,10.68109,T/NK cells
-7.91047,10.08762,T/NK cells
-9.2781,9.4165,T/NK cells
-8.67566,10.25007,T/NK cells
-10.14001,11.37901,T/NK cells
-6.73739,9.43386,T/NK cells
-7.29502,8.26425,T/NK cells
-8.77536,9.84213,T/NK cells
-8.6579,10.93683,T/NK cells
-8.95352,12.00818,T/NK cells
-9.86946,9.20343,T/NK cells
-9.90579,9.92184,T/NK cells
-8.75311,11.43076,T/NK cells
-8.95562,10.59294,T/NK cells
-9.74865,10.8559,T/NK cells
-9.29982,12.03229,T/NK cells
-9.88215,9.81614,T/NK cells
-8.07634,9.3853,T/NK cells
-8.63925,8.45635,T/NK cells
-9.74099,10.83742,T/NK cells
-7.93938,8.83572,T/NK cells
-10.60324,10.5635,T/NK cells
-9.11367,10.82868,T/NK cells
-5.12148,9.6673,T/NK cells
-9.74744,11.20117,T/NK cells
-8.60495,9.14151,T/NK cells
-7.10208,6.8094,T/NK cells
-9.27123,7.37474,T/NK cells
-8.36317,9.85703,T/NK cells
-10.30852,11.66492,T/NK cells
-8.80521,11.03481,T/NK cells
-8.34224,9.98821,T/NK cells
-7.63603,8.39345,T/NK cells
-8.80864,11.16659,T/NK cells
-9.57487,9.42859,T/NK cells
-8.83175,11.08834,T/NK cells
-8.31598,9.35469,T/NK cells
-9.18345,11.54397,T/NK cells
-10.34595,11.03922,T/NK cells
-8.62211,10.10735,T/NK cells
-9.0231,10.29372,T/NK cells
-9.30612,10.55272,T/NK cells
-9.93972,11.24742,T/NK cells
-9.15578,11.21583,T/NK cells
-9.61835,11.58719,T/NK cells
-8.6136,9.49477,T/NK cells
-8.35735,10.5921,T/NK cells
-8.67112,10.82827,T/NK cells
-8.81751,11.29245,T/NK cells
-8.83562,11.03882,T/NK cells
-7.67214,7.44572,T/NK cells
-10.16496,10.87955,T/NK cells
-10.3886,10.12396,T/NK cells
-9.47347,11.22165,T/NK cells
-8.95697,10.81882,T/NK cells
-9.93753,9.20139,T/NK cells
-10.32084,10.2781,T/NK cells
-8.72985,8.65449,T/NK cells
-7.51304,10.098,T/NK cells
-8.94782,11.9759,T/NK cells
-7.48177,8.51763,T/NK cells
-10.27392,8.96425,T/NK cells
-11.05797,10.4929,T/NK cells
-5.39055,6.38668,T/NK cells
-8.38464,10.5226,T/NK cells
-9.74636,9.52362,T/NK cells
-9.38433,10.52269,T/NK cells
-7.20375,8.25271,T/NK cells
-10.37263,9.9071,T/NK cells
-9.50299,10.52046,T/NK cells
-9.86672,10.9078,T/NK cells
-9.60973,10.19781,T/NK cells
-7.67601,6.84973,T/NK cells
-7.57087,8.36748,T/NK cells
-9.68194,10.93207,T/NK cells
-10.79455,10.15848,T/NK cells
-9.53652,10.90327,T/NK cells
-6.28074,10.4783,T/NK cells
-6.69062,9.47654,T/NK cells
-7.98963,10.35938,T/NK cells
-8.11027,9.12208,T/NK cells
-8.73152,10.82148,T/NK cells
-10.09209,11.2768,T/NK cells
-8.37954,10.73677,T/NK cells
-9.16682,10.86809,T/NK cells
-9.5293,11.30977,T/NK cells
-7.49903,10.02403,T/NK cells
-8.75332,10.19558,T/NK cells
-10.60048,9.38604,T/NK cells
-9.15876,11.35844,T/NK cells
-9.91212,12.00744,T/NK cells
-8.1787,10.59105,T/NK cells
-9.09035,11.30437,T/NK cells
-10.84534,10.08339,T/NK cells
-9.19942,9.60265,T/NK cells
-9.67355,9.90998,T/NK cells
-8.82098,7.93849,T/NK cells
-9.19726,10.7185,T/NK cells
-10.50508,11.2702,T/NK cells
-9.19304,10.66867,T/NK cells
-9.43544,10.34681,T/NK cells
-9.32621,10.47668,T/NK cells
-8.54264,9.7396,T/NK cells
-8.20542,10.98263,T/NK cells
-8.77253,6.59424,T/NK cells
-9.89453,11.16676,T/NK cells
-8.49935,10.45774,T/NK cells
-8.51605,10.21253,T/NK cells
-9.17539,11.37364,T/NK cells
-8.09107,10.54301,T/NK cells
-10.11554,10.24946,T/NK cells
-9.36574,11.17457,T/NK cells
-9.13764,9.99288,T/NK cells
-8.84437,11.29004,T/NK cells
-10.45834,9.70965,T/NK cells
-8.72172,8.15849,T/NK cells
-9.49053,10.72417,T/NK cells
-8.55128,10.27765,T/NK cells
-9.5357,11.41061,T/NK cells
-8.72625,10.16854,T/NK cells
-6.30629,10.67425,T/NK cells
-9.51614,9.52884,T/NK cells
-8.31658,9.47081,T/NK cells
-9.04484,11.15477,T/NK cells
-9.75599,9.6213,T/NK cells
-8.48442,10.40569,T/NK cells
-8.50402,10.03727,T/NK cells
-7.80587,8.55026,T/NK cells
-9.59698,10.78199,T/NK cells
-8.37211,10.06521,T/NK cells
-7.69629,6.80675,T/NK cells
-10.43292,10.08721,T/NK cells
-8.19532,9.88074,T/NK cells
-9.44277,11.26953,T/NK cells
-9.01545,11.15314,T/NK cells
-8.72772,10.98359,T/NK cells
-10.7618,10.11276,T/NK cells
-0.98619,16.30262,T/NK cells
-9.74865,10.04355,T/NK cells
-9.47584,11.04261,T/NK cells
